Tweet_Text,User_Name,Screen_Name,Location,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
"RT @UNDPClimate: Tomorrow nearly 200 nations will meet in Madrid for the @UN #ClimateChange conference, #COP25. With climate impacts more eâ€¦",##COP25Madrid #COP25 Ellyanne Wanjiku Chlystun,EllyanneCGithae,"Gigiri, Nairobi, Kenya",Kenya,9 Year Old Youngest #CLIMATECHANGE AMB. CEO Children With Nature @CWN_ORG African Voice Achievers & Eco Warrior Awards Winner ellyannecg@gmail.com +254702119121,6826,3120,,12/1/19 20:15
"Lyra suddenly finds herself playing Cassandra - the alethiometer has all the answers, but people just won't heed itâ€¦ https://t.co/LrBe7Ne7U2",Paul Rogers,paulrogers002,"Langtoun, UK",United Kingdom,"Anti/political writer, ex-Alienware aficionado and frustrated traveller. Delendi Civitas. Entrance Not For Everybody.",2320,194,,12/1/19 20:15
RT @TCVUxbridgeGG: Great interest in #treegiveaway &amp; #treedressing @tcvwf Well done #e17 Yr community spirit is 2the fore &amp; yr #tree looksâ€¦,TCV Waltham Forest,TCVWF,Waltham Forest London ,United Kingdom,"TCV in Lloyd Park E17 deliver a range of outdoor community education & volunteering activities. Including a Green Gym, family events & schools programme.",985,706,,12/1/19 20:15
"RT @UNFCCC: Speaking to the media one day ahead of #COP25, @UN Chief @antonioguterres today called for an end to the ""war against nature"" aâ€¦",##COP25Madrid #COP25 Ellyanne Wanjiku Chlystun,EllyanneCGithae,"Gigiri, Nairobi, Kenya",Kenya,9 Year Old Youngest #CLIMATECHANGE AMB. CEO Children With Nature @CWN_ORG African Voice Achievers & Eco Warrior Awards Winner ellyannecg@gmail.com +254702119121,6826,3120,,12/1/19 20:15
RT @UNICEF: Thousands of children like this boy in Mozambique are put in danger and miss out on school every year due to #ClimateChange relâ€¦,Susan Miners,MinersSusan,"Vermont, USA",United States,"The vision of Marianne Williamson is my vision...a green. compassionate, YES to LOVE, NO TO FEAR world in which all thrive.",119,123,,12/1/19 20:15
"RT @martinrev21: We have known this was going to happen for decades.

We were warned, but did nothing.

Now we watch on in horror, 

... anâ€¦",Avigal,AvigalSnapir,Citizen of the World,,Lifelong Learner | Changemaker | Free Spirit | Compassionate | Critical Thinker,5168,5032,,12/1/19 20:15
RT @LicyLaw: COP25 Climate talks: what's at stake? #cop25 #cop25madrid #climateambition #climateemergency #climateaction #climatechange #clâ€¦,SmallStates,SmallStatesQM,United Kingdom,United Kingdom,"SMALL STATES. 

GLOBAL REACH. LEGAL EXPERTISE. INDEPENDENT THINKING. Est 2015.",369,141,,12/1/19 20:15
"RT @SaraCarterDC: While teen #environmentalist @GretaThunberg is sailing on a boat to #Spain from US

@SpeakerPelosi &amp; 14 other #Dems willâ€¦",Trump,TrumpQ17,Everywhere,,"Deplorable Patriot.
Twitter's a sewer.
Here for the D5 reckoning.
Love my country, hate Stalinists.
Do you believe in God?
Does God believe in you?
#WWG1GWA",865,1060,,12/1/19 20:15
RT @Barbara_E_Euler: @GeraldKutney Bah. So sorry for you. Keep up the good work. #sciencematters #climatechange,PÃ¡jara ðŸ”¥ðŸŒ¹ðŸ•Š#Bird4Bernie,NohpalliNapoli,"ðŸ”¥ðŸ’¦Yanawana, Tejaztlan",,"#BERNer ðŸ’‹#ElectionIntegrity #EndKKKampsðŸ”¥curiosity=virtue. persist in work you were born for. love, respect, courtesy & no BS are essential to communication.ðŸŒ¹",1814,5001,,12/1/19 20:15
"RT @martinrev21: We have known this was going to happen for decades.

We were warned, but did nothing.

Now we watch on in horror, 

... anâ€¦",no_filter_Yamba,no_filter_Yamba,,,Retweets do not always indicate endorsement. As new Twitter version bombards me with ads/promos please be aware non-community group ads/promos will be blocked,1452,1754,,12/1/19 20:15
"New leadership of the #EuropeanUnion aims to make the EU â€œthe first climate neutral continent in 2050â€, according tâ€¦ https://t.co/U8V77FpZBp",klanierca,klanierca,,,,421,466,,12/1/19 20:15
"RT @DanyalGilani: As Co2 reaches highest level in 3 million years, whales can help control global warming. 1 great whale absorbs 33,000 kgâ€¦",farhan teepu,ftkhawajaa,"Lahore , Pakistan",Pakistan,"In the End, we will remember not the words of our enemies, but the silence of our friends. â€“ Master's in law free lance journo",171,560,,12/1/19 20:14
"RT @SgkPlanet: What does #Mitigation, #Adaptation and #Resilience mean to #ClimateChange? https://t.co/9E0faWi9ex SGK-PLANET #ClimateChangeâ€¦",dinesh raj,daniceraj,,,,666,237,,12/1/19 20:14
"RT @AlbertH51591544: #ClimateChange is a #Hoax in terms that #Mankind can do anything to alter any changes in climate.

Here's a serious loâ€¦",â­ï¸â­ï¸â­ï¸Deplorable Eva,Ettan1945,,,"Political junkie, loves music, reading, sports, technology, wish to share views & stay informed.RT betyder inte alltid medhÃ¥ll.#MAGA #Trump2020Landslide",11935,12003,,12/1/19 20:14
"RT @Marie_O_FR: It's not only the Amazon and Australia devastated by fires but people suffer in Africa,too
#ClimateChange 
#climatepoli 
#câ€¦",Paul Connolly,paulcon26224008,,,"Retweets not necessarily endorsements, etc.",1346,3202,,12/1/19 20:14
"RT @IPCC_CH: Limiting #globalwarming to 1.5ÂºC will require rapid, far-reaching and unprecedented changes in all aspects of society but brinâ€¦",Pierhead,Pierheadearhead,,,Yes,85,351,,12/1/19 20:14
"RT @RebeccaH2020: Stop Scaring Kids With Climate Change Hysteria
@DennisPrager : Kids are now terrified of dying from climate change and itâ€¦",Dr. Seeme Mallick,dr_seeme,,,,110,1043,,12/1/19 20:14
"RT @sammostyn: Mark Carney appointed UN envoy for climate action  â€œthe disclosures of climate risk must become comprehensive, climate riskâ€¦",Emma Herd,emmalherd,"Sydney, Australia",Australia,CEO for Investor Group on Climate Change. Some random things of interest may also appear.,3241,2550,,12/1/19 20:14
"@rtyson82 @theProgSoapbox Spot on! A solution to the #ClimateEmergency is incompatible with capitalism, be it Repubâ€¦ https://t.co/XG93EHKyZs",Dan Conroy,DanConroy9,"Seattle, WA",United States,Never vote for a politician on the take. Money out of politics!,30,208,,12/1/19 20:14
"RT @Borealconserve: Saturday read: ""The boreal is one of our best hopes for mitigating the effects of #climatechange and keeping the Earthâ€¦",Renee Davis,RRDCanada,,,,55,152,,12/1/19 20:14
"RT @cardiffuni: Today we have declared a climate emergency ðŸŒ 

We have divested from fossil fuels, a year ahead of schedule and aim to becoâ€¦",kerry,big_taff,wales,United Kingdom,,2385,5001,,12/1/19 20:14
"Climate change is a #myth, a #hoax, a #witchhunt. Maybe liberal's believed it once but when they disovered it wasâ€¦ https://t.co/Pc5qBzkMCQ",Chuck 'T-Bone' Bacon,BoneBacon,"Gnaw Bone, Indiana",United States,I like meat and hate vegan's. Proud Boomer. Keep America Great Again!,25,35,,12/1/19 20:14
"RT @uvachemistry: @GeraldKutney Indeed. Despite all the bots and fossil fuel money trying to create doubt, they have lost the battle. ""7 inâ€¦",Cora Brink,Coramb,"Utrecht, Netherlands",Netherlands,een leefbare wereld voor iedereen | zelfregie en empowerment | evalueren van sociale interventies | duurzaamheid | https://t.co/JGqlv7w8wm,421,468,,12/1/19 20:14
"RT @DanyalGilani: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #Sundayâ€¦",Nadia Askew ðŸ‘¸ðŸ½,nadiamae7,"Lancaster, UK",United Kingdom,20 ðŸ§šðŸ½â€â™€ï¸,777,226,,12/1/19 20:14
RT @Protect_Wldlife: #ClimateChange activist @GretaThunberg named author of the year with her 'No One Is Too Small To Make A Difference' boâ€¦,nancy martin,nanlmartin,london ,United Kingdom,,112,397,,12/1/19 20:14
"RT @AidanAvaRock: My dear.... I've saved all this money for your future... ðŸ˜‘ðŸ˜‘
#ClimateChange #ClimateCrisis #ClimateEmergency https://t.co/â€¦",Lourdes Martinez Cubes,LouCubes,"Valencia, EspaÃ±a",Spain,"Radically human.
FotÃ³grafa Conceptual  ðŸ“·. Superviviente.",674,657,,12/1/19 20:14
Climate change pushes U.S. fund managers to bet on AC makers https://t.co/dak6Wijr0a https://t.co/rCLcABnbdJ,The Mamre Method,mamremethod,,,Live your lifeÂ on purposeÂ and traverseÂ time and space toÂ impact Â your world. Experience your ownÂ MamreÂ encounter,4,4,,12/1/19 20:14
"RT @CLEANBOSS2: #ADAPT #ADOPT #SHAPEUP
2 #Environment Challenges
Fast changing circumstances KeepUp with pace take back control Prioritizeâ€¦",Muhammed Ali Kaya RT,Muhamme31910994,"Ä°stanbul, TÃ¼rkiye ",Turkey,"ãƒ›ãƒ¼ãƒ ã‚¢ã‚«ã‚¦ãƒ³ãƒˆ@muhamme42814750 ðŸ‡¹ðŸ‡· 
Ð“Ð›ÐÐ’ÐÐÐ¯ Ð¡Ð§Ð•Ð¢ ðŸ‡¹ðŸ‡·ðŸ‡¹ðŸ‡·@muhamme46940396ðŸ‡¹ðŸ‡·ðŸ‡¹ðŸ‡·
MAÄ°N ACCOUNT ðŸ‡¹ðŸ‡·ðŸ‡¹ðŸ‡·@muhamme42814750ðŸ‡¹ðŸ‡·ðŸ‡¹ðŸ‡·
CASA CUENTA ðŸ‡¹ðŸ‡·@muhamme42814750ðŸ‡¹ðŸ‡·",9750,9614,,12/1/19 20:13
"RT @CopernicusEU: ""Europe's new #Space budget to enable #CO2 mapping"" 

""While there were multiple projects being considered here, it is thâ€¦",Nicolas Walser,nicolas_walser,,,,10,26,,12/1/19 20:13
"RT @ArchKennedy: The different climates of the Earth have been changing since the world began. 

But, man has nothing to do with it. 

#Cliâ€¦",Jennahanks,Jennahanks2,,,"Warrior for God the creator, president trump supporter, animal lover, supporter of childrenâ€™s rights and protections",26,87,,12/1/19 20:13
"RT @ChantelleSeddon: The paralysis &amp; all consuming selfishness of Brexit has meant many issues in UK have not been tackled.

#Poverty
#Homeâ€¦",Stevie D Esq. ðŸ”¶ ðŸ‡ªðŸ‡º ðŸ‡¬ðŸ‡§ ðŸ³ï¸â€ðŸŒˆ ðŸ•·ï¸,stevieinselby,"Yorkshire, UK",United Kingdom,"A keen walker, bridge player, transport enthusiast, and like being angry about politics on the internet.",630,254,,12/1/19 20:13
"RT @ECOWARRIORSS: #Climatechange solutions 
Electrify everything
Renewable wind solar geothermal biomass
Build continent-scale electrical gâ€¦",Thomas J Thias / Clean Energy Retortâ„¢ 517-749-0532,AmazingChevVolt,,,"New's, Information & Opinion / Interactive On Surging Global #ElectricFueledVehicle, #RenewableEnergy, #EnergyStorage, #Sustainability, #AI & #IoT Industry's",6097,6724,,12/1/19 20:13
"And to prove you that I know how to bike, this is me biking from Oregon to San Francisco when I was raising money fâ€¦ https://t.co/adN6N91Umc",Afonso Salcedo,fonziewonzie,"Los Angeles, CA",United States,"Photography + Film. Latest project: #Frozen2. Other stops: MasterClass, Pixar, DreamWorks. IG: https://t.co/4sXUjOi582",1293,1405,,12/1/19 20:13
More #ClimateChange BS as media narrative blown up again... reminds me of â¦@weatherchannelâ© from last year and â€œhigâ€¦ https://t.co/GnFz1004GK,Voiceoreason,voiceoreason702,United States,United States,Government & Politics. World news Sports. Comedy. Entertainment. Writer. Reporter. Philanthropy.,368,1036,,12/1/19 20:13
RT @Barbara_E_Euler: @GeraldKutney Bah. So sorry for you. Keep up the good work. #sciencematters #climatechange,Gerald Kutney,GeraldKutney,"Ottawa, Ontario",Canada,ðŸ‡¨ðŸ‡¦Politics of #climatecrisis (#climatepoli) author & media commentator; Fellow RCGS; Ph.D. Chem.; TOP ðŸ’¯ Influencer; creator of #climatebrawl,29270,20422,,12/1/19 20:13
RT @SinclaireTony: #ClimateChange 1st week of summer in Australia and itâ€™s still snowing. Summer started yesterday with a 20 cm snowfall htâ€¦,Dave My Face â„¢,DaveMyFace,CAGW & Greens are Garbage,,"Looking forward to some real debate, on Global Cooling",2366,2366,,12/1/19 20:13
"RT @Perla_Trevizo: #ClimateChange threatens nearly 80% of #Superfund sites in #Houston area, GAO says https://t.co/J8tXH7XpD7 via @HoustonCâ€¦",Jill Karnicki,jkarnickihc,"Houston, TX",United States,"Photo editor at the Houston Chronicle, Jack, Zoe and Ginger's human, Leo, enjoys long walks on the beach and Elvis.",1343,738,TRUE,12/1/19 20:13
"RT @ChainsawInfidel: CLINTEL meets with European Parliament: Delivers NO â€œClimate Emergencyâ€ Declaration

https://t.co/6FIpJHtLVR

#Climateâ€¦",marilyn johnston,marilynjohnsto4,,,,89,543,,12/1/19 20:13
"RT @SocialistVoice: World approaching point of no return on climate change, UN Secretary-General warns

Antonio Guterres says the worldâ€™s eâ€¦",Neil Lynch,NeilLyn27494526,UK,United Kingdom,"LFC fan / ECO warrior /  Nature lover / Socialist / Atheist / BSc. Zoology

... who likes to have a laugh",91,862,,12/1/19 20:13
"@realDailyWire So it's not about #climatechange,  but about changing Western Society into a Marxist hellhole. Got it.",Sergio Magafornia,Red1Echo,,,"This is where i virtue signal to tell you what an amazing person that i think I am and name-drop someone semi-famous, if I were a Liberal. But I'm not.",224,130,,12/1/19 20:13
"RT @SaraCarterDC: While teen #environmentalist @GretaThunberg is sailing on a boat to #Spain from US

@SpeakerPelosi &amp; 14 other #Dems willâ€¦",Charlotte Edwards,Charlot77594129,,,,383,222,,12/1/19 20:12
"RT @GodSabbathTruth: And if it seem evil unto you to serve the Lord, choose you this day whom ye will serve. Joshua 24:15. https://t.co/QAlâ€¦",Ray Skilton,SkiltonRay,"Maidstone, South East Kent, UK ",United Kingdom,"Christian Author. Jesus is my Lord & Saviour. I fellowship at Jubilee Church, Maidstone, Kent UK.
NO DIRECT MESSAGES PLEASE!
https://t.co/1f2mCxnrUp",11973,8225,,12/1/19 20:12
RT @Greentechsystem: These Machines Harness the #oceanâ€™s mighty power to make Clean Energy https://t.co/gQDBcLBfL4 #science #cleantech #ecoâ€¦,energyreferral.xyz,EnergyreferralX,,,"Climate change is the environmental challenge of this generation.

Join Bulb using my referral and get Â£50 today - https://t.co/Lyqal77guh",317,,,12/1/19 20:12
Proof there is a coordinated campaign between left leaning govts across the world to push their #ClimateChange agenâ€¦ https://t.co/jiKCJO4Ib8,SayNoToLeft,SayNoToLeft_,Australia Planet Earth,Australia,"Hi 
The best things in life are free.
Australia, Kittens, Trump, Jesus, Puppies, Burgers, Free Speech, Aussie Flag, Freedom",985,1692,,12/1/19 20:12
"Attenborough keeps lying to spread his Malthusian ideology...

BBCâ€™s #OnePlanet falsely claims that polar bears hunâ€¦ https://t.co/0QLkLaTHgv",Noel Dolan - ðŸš±,cybernoelie,The banana skin Republic of Ireland,Ireland,"ðŸ‡®ðŸ‡ªðŸ‡ºðŸ‡¸ðŸ‡·ðŸ‡ºðŸ‡¸ðŸ‡¾ðŸ‡ªðŸ‡¸ðŸ‡»ðŸ‡ªðŸ‡§ðŸ‡´

CELTA
Dip/BSc Hons Computer Science
HDip/MA Sociology

ðŸ‘½
ðŸ¸
ðŸ‘¾
ðŸŒˆ

Lan Astaslem

Natural/sovereign man",1279,50,,12/1/19 20:12
"RT @ArchKennedy: The different climates of the Earth have been changing since the world began. 

But, man has nothing to do with it. 

#Cliâ€¦",Joseph HoffmanðŸ‡ºðŸ‡¸ðŸ‡©ðŸ‡ª,jhoff56,Northern California,United States,"Retired U.S. Marine, Teacher of Martial Arts, Musician,  conservative and Veteran Readjustment Counselor . Always a Marine! #MAG #KAG",1208,1652,,12/1/19 20:12
These #Corals Could Survive #ClimateChange â€” and Help Save the Worldâ€™s #Reefs | By Amber Dance for @NatureNewsâ€¦ https://t.co/qlwUyFlHir,WCS Newsroom,WCSNewsroom,Global,,"Breaking news from the WCS Newsroom. Info: mdixon@wcs.org; for breaking news via text, email ssautner@wcs.org https://t.co/cL7JYC4p2b Photo: (C) Steve De Neef",12850,11211,,12/1/19 20:12
"RT @martinrev21: We have known this was going to happen for decades.

We were warned, but did nothing.

Now we watch on in horror, 

... anâ€¦",ðŸ’§DeborahAnnG,DeborahAnnG,"New South Wales, Australia",Australia,"So while the Liberals divide us instead of unite us, what is the point of achieving your dream if society becomes a nightmare. We believe but we know nothing...",3289,2785,,12/1/19 20:12
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",Karen Howell,howell_karen,Stafford,United States,"St Mary's School, Kathmandu, Nepal 1968-72; Support Stafford Hospital co-founder, NHS campaigner; Belief in Fair/Democratic Society National Health Action Party",694,734,,12/1/19 20:12
#environment  #ClimateChange Where we're going really freakin' fast: https://t.co/rWGkAVna0I,Simon St. Laurent,626_Productions,"Toronto, Ontario",Canada,"- Toronto Arts Entity -
Air Force Brat tour of duty: St. Hubert, QC; CFB Greenwood, NS; Bietigheim, Germany; Iffezheim, Germany; CFB Borden, ON.",72,128,,12/1/19 20:12
#ClimateChange 1st week of summer in Australia and itâ€™s still snowing. Summer started yesterday with a 20 cm snowfaâ€¦ https://t.co/PY576bW744,tony sinclaire,SinclaireTony,"Katherine, Northern Territory",Australia,District park ranger,527,207,,12/1/19 20:12
RT @Greentechsystem: These Machines Harness the #oceanâ€™s mighty power to make Clean Energy https://t.co/gQDBcLBfL4 #science #cleantech #ecoâ€¦,John Snowmountainer,johnSNOWMTAINER,,,The climate crisis is the single biggest problem of the future. Lets solve it. Together!,1222,9,,12/1/19 20:12
