Tweet_Text,User_Name,Screen_Name,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
"So, 15 yr olds are dickhead online trolls nowadays! I mean seriouslyðŸ¤¬ Man talk about being ego-centric and full ofâ€¦ https://t.co/NHB2yEqZvB",KAZI OMAR | Technologically Challenged,itsOfficialTC,United Kingdom,ðŸ‡¬ðŸ‡§ ðŸ‡§ðŸ‡© Welcome to Technologically Challenged! Your go-to @YouTube Channel for everything tech!,219,75,FALSE,12/1/2019 19:28
RT @SunriseMVMTswwa: Looking forward to this! #ClimateChange #GreenNewDeal https://t.co/ltpZD7QAMK,The McHarg Center,McHargCenter,United States,"Providing a platform for scientists, planners, designers, policy makers, developers + communities to design new ways of improving the quality of life in cities.",1862,469,FALSE,12/1/2019 19:28
RT @onlytruthnfacts: Perfect Match. #LeonardoDiCaprio who paid 300K to a â€˜social justiceâ€™ org that set fires in the Amazon to â€˜proveâ€™ #Climâ€¦,LouisianaPrepper13,LAPrepper13,United States,"Lifelong Prepper | #prepping, #SHTF, #offgridliving, #hamradio, #concealcarry, #leathercraft, #homesteading, #solarpower & #preparedness",1555,2267,FALSE,12/1/2019 19:27
RT @BiologistDan: Take 1:30 minutes out of your life and watch the Arctic Sea ice disappear over the last 35 years. This is #ClimateChange.â€¦,Jessica Byrd,Jessbirdie,United States,"Environmental worker. Respect for all.  Following my heart, trying to live in the here and now while staying mindful of the future of our planet. #FB",1343,1534,FALSE,12/1/2019 19:27
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",Colin Trainor ðŸ¦‰ðŸ¾ðŸðŸ¦ŽðŸœðŸŒ´,DrColinTrainor,Australia,"Conservation biologist, biogeographer, researcher. Tweets on nature, birds, climate + Oz politics. Citizen science: #Ebird #birdata #Inaturalist #FrogID",1172,2080,FALSE,12/1/2019 19:27
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",Gedeon Baleke ðŸ‡¨ðŸ‡©,baleke_gedeon,Democratic Republic of Congo,It always seems impossible until itâ€™s done ðŸ‡¨ðŸ‡© Juges 6:16 .Youth representative for SDGs In the DRC.,1448,652,FALSE,12/1/2019 19:27
RT @PaulEDawson: â€œThe unexpected and sustained current rise in methane may so greatly overwhelm all progress from other reduction efforts tâ€¦,PeaceEducationCenter,PeaceEdCenter,United States,"Thinking globally, working locally for peace & justice - in mid-Michigan, the greater Lansing area (USA). 
To call the Congressional switchboard: 202-224-3121",1829,876,FALSE,12/1/2019 19:27
"RT @onlytruthnfacts: #Bolsonaro, New conserv leader of #Brazil: â€œ#LeonardoDiCaprio gave $300,000 to an NGO that set fire to the Amazon (andâ€¦",LouisianaPrepper13,LAPrepper13,United States,"Lifelong Prepper | #prepping, #SHTF, #offgridliving, #hamradio, #concealcarry, #leathercraft, #homesteading, #solarpower & #preparedness",1555,2267,FALSE,12/1/2019 19:26
"RT @UNFCCC: At the @UN #ClimateChange Conference #COP25 in Madrid, the home furnishing brand IKEA will present a path to become a â€œclimateâ€¦",Cristina Gamboa,cgamboat,United Kingdom,CEO @WorldGBC. Public advocate & collaborative leader #netzero carbon solutions & SDGs @SAISHopkins Grad. Economist. Nature lover. Yoga moment to moment ðŸ•‰ï¸ðŸ™,1411,827,FALSE,12/1/2019 19:26
RT @NickKukoz: Watch till the end. I synced the AGU visualization model of the age of Arctic sea ice with data of Global temperature from tâ€¦,inFamousResistsðŸ’™ðŸ†˜ðŸ’šðŸŒ¿,InfamousResists,United States,3.0 acct! #Activist #RESIST2020 Never #Trump Hate the #GOPSCUM Love CannabisðŸŒ¿and animalsðŸ¶Opinionated AF #Navydoc #science #FACTS #NOMaGats ðŸŒˆðŸ‘±ðŸ»â€â™€ï¸ #wtp2020,3032,3037,FALSE,12/1/2019 19:26
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",Bill P,witandwhiz,United Kingdom,"Every day is a school day. People matter most. Incite insight.... INFJ. Labour Member
YNWA  #GTTO.",2079,3016,FALSE,12/1/2019 19:26
"RT @Perla_Trevizo: #ClimateChange threatens nearly 80% of #Superfund sites in #Houston area, GAO says https://t.co/J8tXH7XpD7 via @HoustonCâ€¦",joanna,Knitlife,United Kingdom,ðŸ‡ºðŸ‡¸ðŸ‘©ðŸ½â€ðŸ’»ðŸ§¶ and wooly goodness at @clothandstring â¤ï¸ Houston â¤ï¸,575,736,FALSE,12/1/2019 19:26
RT @arikring: @solhog @picks10 @cberrl @DawnRoseTurner @C37H42Cl2N2O6 @RuthPtn @ZacharyPBeasley @Jackthelad1947 @NeurozoInnovat1 @kashthefuâ€¦,Engin Dikmen,gezgintrk,Turkey,"Founder EDS Bilisim #Marketing #DigitalInfluencer #Educator #ClimateChange #DigitalPublishing  #SMM #Mobile #Hootsuite, https://t.co/pUx4MaDboi",11404,8649,FALSE,12/1/2019 19:25
"RT @bicyclesbeyond: #Cycling can combat #climatechange, ease urban congestion and build #humanfitness. So many benefits if you're willing tâ€¦",Sally Cruickshanks âœ‹,sa_cruickshanks,South Africa,"Love God, my family, sleep & cycling. Qhubeka Ambassador. Getting in touch with my creative spirit. Passionate about making the world a better place.",395,662,FALSE,12/1/2019 19:25
"RT @UN_News_Centre: Future generations will face increasingly severe impacts of #climatechange. This week, the #COP25 Climate Conference geâ€¦",Armineh Zohrabian,Zarmineh,United States,"Painter, poet, blogger, nature lover, political junkie, former banker & financial advisor, liberal progressive democrat.",162,344,FALSE,12/1/2019 19:25
"RT @arikring: Please Share  If U Think
#Solar #Energy = The #Future

#Renewables #climatechange #Sustainability #ExtinctionRebellion #EndCoâ€¦",Engin Dikmen,gezgintrk,Turkey,"Founder EDS Bilisim #Marketing #DigitalInfluencer #Educator #ClimateChange #DigitalPublishing  #SMM #Mobile #Hootsuite, https://t.co/pUx4MaDboi",11404,8649,FALSE,12/1/2019 19:25
RT @arikring: @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRogers2030 @ReclaimAnglesea @debraruh @HansLak @SusanHeaneyâ€¦,Engin Dikmen,gezgintrk,Turkey,"Founder EDS Bilisim #Marketing #DigitalInfluencer #Educator #ClimateChange #DigitalPublishing  #SMM #Mobile #Hootsuite, https://t.co/pUx4MaDboi",11404,8649,FALSE,12/1/2019 19:25
RT @arikring: @jellsmoor @GreavesHolden @JacobaHollander @AmazingChevVolt @JoYohana @Jackthelad1947 @mwt2008 @MsLonesomeBlues @FSS_Tech @Prâ€¦,Engin Dikmen,gezgintrk,Turkey,"Founder EDS Bilisim #Marketing #DigitalInfluencer #Educator #ClimateChange #DigitalPublishing  #SMM #Mobile #Hootsuite, https://t.co/pUx4MaDboi",11404,8649,FALSE,12/1/2019 19:25
